statement,source,veracity,date
"Says Gov. John  Kasich incorrectly claimed Ohio’s economy was 38th in the nation when he took office. ""We were sixth in the nation in terms of economic job growth.""",Ted Strickland,0,2012-10-25
"""Connecticut's take on slot machines is 25 cents on the dollar. And the state's take on table games:  zero.""",Diane Hurley,1,2012-10-25
"Says U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security.""",Workers' Voice,0,2012-10-24
"""The sequester is not something that I've proposed. It is something that Congress has proposed.""",Barack Obama,0,2012-10-24
Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.,Barack Obama,1,2012-10-24
"Says Connie Mack’s Penny Plan would cut ""over $200 billion out of Medicare, over $1 trillion out of Social Security. ... $3 trillion out of defense.""",Bill Nelson,1,2012-10-24
"""As governor, I cut $5 billion in spending.""",Tim Kaine,1,2012-10-24
"Says U.S. Senate rival Tammy Baldwin supports a ""tax increase that President Obama says"" would cost middle-class families $3,000 per year.",Tommy Thompson,0,2012-10-24
"Says Chris Christie was ""behind"" in the polls against Jon Corzine during the 2009 governor's race.",Joseph Kyrillos,0,2012-10-24
"Says Jim Renacci ""opposed increasing combat bonuses for our troops.""",Democratic Congressional Campaign Committee,0,2012-10-24
"Says, ""Carl proposed a 'windfall' tax on real estate development when he was a Metro Councilor.""",Promote Oregon Leadership PAC (Oregon House Republicans),0,2012-10-24
"Says Barack Obama was silent on Iran ""when the students took to the streets in Tehran and the people there protested, (and) the Green Revolution occurred.""",Mitt Romney,0,2012-10-23
"""Pakistan has 100 nuclear warheads and they’re rushing to build a lot more. They’ll have more than Great Britain sometime in the relatively near future.""",Mitt Romney,1,2012-10-23
"Says Mitt Romney ""just gave a speech a few weeks ago"" and said ""we should still have troops in Iraq.""",Barack Obama,1,2012-10-23
"Elizabeth Townsend runs the elections office that omitted a school board race on a ballot and gave a School Board candidate ""faulty advice.""",Shirley Anderson,0,2012-10-23
"Says Mitt Romney was clear that he ""would not provide government assistance to the U.S. auto companies, even if they went through bankruptcy.""",Barack Obama,0,2012-10-23
"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, ""including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.""",Glenn Grothman,0,2012-10-23
"""I went to the Olympics that was out of balance, and we got it on balance.""",Mitt Romney,1,2012-10-22
"""The president said he was going to create daylight between ourselves and Israel.""",Mitt Romney,1,2012-10-22
"Says a university survey concluded his Massachusetts administration ""had more women in senior leadership positions than any other state in America.""",Mitt Romney,1,2012-10-22
"""Virginia papers called (Scott) Rigell’s campaign ‘Mostly False.’""",Paul Hirschbiel,0,2012-10-22
"Ann McLane Kuster is ""for a government takeover of health care more radical than Obamacare. And she supports a $700 billion cut to Medicare for current retirees.""",Charles Bass,0,2012-10-22
Says U.S. Rep. Charles Bass wants to privatize Social Security.,Ann McLane Kuster,0,2012-10-22
"""Now remember, property taxes went up 70 percent in the 10 years before I became governor.""",Chris Christie,1,2012-10-22
Virginia’s educational level among whites is higher than Georgia’s.,Larry Sabato,1,2012-10-22
"""Jim Renacci tried to avoid paying taxes on nearly $14 million that he made.""",Betty Sutton,1,2012-10-22
"""Women who have miscarriages could be investigated by police"" under legislation supported by Republican state Senate candidate Rick Gudex.",Greater Wisconsin Committee,0,2012-10-22
"""The poverty rate amongst women is the worst it’s been in 17 years and the extreme poverty rate is the worst it’s ever been.""",George Allen,1,2012-10-22
"""There are more oil rigs in operation in the United States than the rest of the world combined.""",David Cicilline,0,2012-10-22
"Says House Democrats ""voted to use your tax dollars for abortions"" by voting against bill defunding Planned Parenthood.",Tennessee Republican Party,0,2012-10-21
"Says Barack Obama ""said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.""",Leonard Lance,1,2012-10-21
"Says Tammy Baldwin ""voted to gut Medicare for seniors.""",Tommy Thompson,0,2012-10-21
"""While I was mayor of the city of Providence we had the lowest crime rate in 30 years.""",David Cicilline,1,2012-10-21
"""I’ve got a 94 percent"" career voting record in Congress while Bill Nelson has ""a 92 percent voting record.""",Connie Mack,1,2012-10-19
"""George Bush never suggested that we eliminate funding for Planned Parenthood.""",Barack Obama,1,2012-10-19
"As a Member of Congress, Chris Murphy ""was raking in $1 million in salary.""",Linda McMahon,0,2012-10-19
Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,Rick Perry,1,2012-10-19
"Says he ""is the reason we do not pay a toll every time we pass over the bridge at MoPac and William Cannon.""",Gerald Daugherty,0,2012-10-19
"Laurie Monnes Anderson ""voted to let violent criminals out of jail early.""",Oregon Senate Republicans (The Leadership Fund),1,2012-10-19
"""Regulations have quadrupled. The rate of regulations quadrupled under this president.""",Mitt Romney,0,2012-10-18
"Frank Guinta voted to make middle class taxpayers pay over a $1,000 more a year in taxes.",Democratic Congressional Campaign Committee,0,2012-10-18
"Says Rep. Jon Runyan ""voted to redefine rape.""",Shelley Adler,0,2012-10-18
"""Sherrod Brown supported President Obama's $453 billion tax increase.""",Crossroads GPS,0,2012-10-18
"Massachusetts Sen. Scott Brown shows someone can be bipartisan in Congress because he ""votes about 66 percent with his own party.""",Brendan Doherty,1,2012-10-18
"Says Bill Nelson voted ""98 percent of the time"" with Barack Obama.",Connie Mack,1,2012-10-17
"Says Connie Mack takes two homestead exemptions, ""directly contrary to Florida’s Constitution.""",Bill Nelson,0,2012-10-17
"In 2012, Connie Mack missed 178 votes, ""one of the worst voting records"" in Congress.",Bill Nelson,1,2012-10-17
"""Bill Nelson voted for higher taxes 150 times.""",Connie Mack,0,2012-10-17
Says Bill Nelson voted to cut $700 billion out of Medicare to pay for Obamacare.,Connie Mack,0,2012-10-17
"Says Barack Obama has pension investments that include Chinese firms, and ""investments through a Caymans trust.""",Mitt Romney,1,2012-10-17
"Says Mitt Romney suggested that ""employers should be able to make the decision as to whether or not a woman gets contraception through her insurance coverage.""",Barack Obama,1,2012-10-17
"Says Paul Ryan’s budget plan ""ends Medicare.""",Rob Zerban,0,2012-10-17
"Sherrod Brown ""failed to pay his own taxes three separate times.""",Josh Mandel,1,2012-10-17
"Says Mitt Romney ""called the Arizona law a model for the nation.""",Barack Obama,0,2012-10-17
"Says Barack Obama began his presidency ""with an apology tour.""",Mitt Romney,0,2012-10-17
Says Mitt Romney refused to say whether he'd sign the Lilly Ledbetter bill.,Barack Obama,1,2012-10-16
"When Mitt Romney was governor of Massachusetts, he ""stood in front of a coal plant and pointed at it and said, ‘This plant kills.’""",Barack Obama,1,2012-10-16
Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,Mitt Romney,1,2012-10-16
"Says Patrick Murphy is trying to ""hide his drunken assault of a police officer.""",Allen West,0,2012-10-16
"Says Adam Hasner ""gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.""",Lois Frankel,0,2012-10-15
Says six studies verify that the math adds up for Mitt Romney’s tax plan.,Paul Ryan,0,2012-10-15
"As governor, ""Mitt Romney raised nursing home fees eight times.""",Barack Obama,0,2012-10-15
"Says the Obama administration ""watered down sanctions"" against Iran, delayed them and tried to stop Congress ""from putting the tough sanctions in place.""",Paul Ryan,0,2012-10-15
"Says ""as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for"" the Portland-Milwaukie Light Rail project bridge.""",Mary Nolan,1,2012-10-15
"Says economists Harvey Rosen and Martin Feldstein have said that ""paying for (Mitt) Romney’s tax cuts would require large tax increases on families making between $100,000 and $200,000.""",Barack Obama,0,2012-10-15
"Says ""when I voted against [an increase in the minimum wage], it was in the 80s.""",Joseph Kyrillos,0,2012-10-15
"""The tax burden on Virginia families was lower under Tim Kaine than under George Allen.""",Tim Kaine,0,2012-10-15
""" … if the Agreement goes into effect, the millions of Mexican citizens who will become eligible for Social Security benefits may have a far stronger claim to benefits and protection against cuts than U.S. citizens!""",Senior Citizens League,0,2012-10-15
"""President Obama has worked to change Medicare for the worse"" by ""creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.""",Ohio Republican Party,0,2012-10-15
"Signs letter saying Consumer Product Safety Commission is acting ""without consultation or input from the company"" to stop the sale of Buckyballs.",Marsha Blackburn,0,2012-10-15
"Signs letter saying Consumer Product Safety Commission is acting ""without consultation or input from the company"" to stop the sale of Buckyballs.",Phil Roe,0,2012-10-15
"""David Cicilline was the state representative who opposed tough mandatory sentences for those convicted of domestic violence  and child abuse.""",Brendan Doherty,1,2012-10-15
"Says the U.S. Senate has passed ""a budget"" over the last three years ""called the Budget Control Act.""",Robert Menendez,0,2012-10-14
